受访者编号,z_外向社交,z_尽责自律,z_情绪稳定,z_开放好奇,z_宜人友善,舞曲,民谣,乡村,古典,音乐剧,流行,摇滚,金属/硬摇,朋克,嘻哈/说唱,雷鬼,爵士,摇滚乐,另类,拉丁,电音,歌剧
709,1.4302,-0.7202,0.5913,-0.2381,2.4738,3.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0
710,-0.3415,-1.5578,1.4361,0.0282,0.3283,4.0,3.0,3.0,2.0,2.0,5.0,4.0,1.0,2.0,4.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0
711,-1.8178,1.2344,-0.8166,-1.0371,0.9413,3.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,1.0
712,0.2491,1.7928,1.4361,1.0935,-0.2846,2.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0
713,2.0207,0.1175,-0.535,0.8272,-0.2846,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0
714,0.8396,1.2344,0.0282,0.5609,-0.2846,5.0,3.0,3.0,1.0,3.0,3.0,5.0,1.0,1.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,1.0
715,-0.932,0.9551,1.1545,-0.7708,0.6348,2.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0
716,-0.3415,1.2344,0.3097,0.5609,0.0218,2.0,4.0,5.0,5.0,3.0,2.0,3.0,2.0,1.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0
717,0.2491,0.6759,0.0282,0.2945,0.3283,1.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0
718,-0.6367,-0.9994,-0.535,0.2945,0.3283,3.0,2.0,2.0,4.0,3.0,5.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,3.0,2.0,2.0,4.0
719,-0.6367,-0.7202,0.8729,-1.0371,-0.5911,3.0,1.0,3.0,3.0,1.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0
720,0.5443,0.6759,-0.535,1.0935,-1.5106,4.0,2.0,1.0,5.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,4.0
721,2.0207,-1.837,-0.2534,0.0282,1.5543,3.0,5.0,1.0,5.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,2.0
722,-0.0462,-1.2786,-1.943,0.2945,1.2478,3.0,3.0,2.0,5.0,3.0,5.0,5.0,2.0,2.0,4.0,3.0,5.0,4.0,5.0,5.0,2.0,2.0
723,0.2491,1.5136,-0.2534,0.5609,0.9413,4.0,2.0,3.0,3.0,4.0,5.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0
724,-0.3415,0.1175,-0.8166,-1.5697,0.0218,5.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,3.0
725,-0.0462,-0.7202,0.5913,-0.2381,-2.1236,4.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,4.0,2.0,4.0,3.0,3.0,1.0
726,0.8396,1.5136,0.5913,-0.2381,1.2478,2.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,5.0,3.0,2.0,1.0,2.0,4.0,1.0
727,-0.0462,0.6759,0.5913,-1.836,0.0218,2.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,5.0,5.0,1.0
728,1.4302,-0.9994,-1.0982,0.8272,-1.2041,5.0,1.0,3.0,2.0,5.0,5.0,2.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0
729,0.5443,1.2344,1.1545,0.2945,1.2478,2.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0
730,-0.0462,-0.1617,-0.535,1.8925,-0.2846,1.0,2.0,1.0,3.0,3.0,1.0,5.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0
731,0.8396,0.9551,0.0282,0.0282,-0.2846,3.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0
732,1.7254,0.6759,0.3097,0.2945,-0.5911,2.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0
733,0.8396,0.6759,-0.535,1.8925,1.2478,3.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,5.0,1.0,4.0
734,0.5443,0.1175,0.3097,-0.2381,-1.2041,3.0,4.0,5.0,5.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,5.0
735,-1.5225,1.5136,0.3097,-0.7708,1.5543,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0
736,-0.0462,-0.7202,-0.8166,0.8272,0.3283,5.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0
737,0.8396,-0.9994,-0.535,0.8272,-0.2846,3.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,3.0,2.0
738,1.7254,0.1175,-0.2534,-1.0371,-0.5911,4.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0
739,1.1349,-0.1617,0.0282,0.2945,-0.5911,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,1.0,2.0,2.0,5.0,2.0,3.0,3.0,4.0
740,0.8396,-0.1617,0.8729,0.2945,-0.5911,5.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
741,1.1349,0.9551,-1.0982,0.5609,0.6348,3.0,5.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,1.0,5.0
742,2.0207,-1.2786,1.1545,1.6262,-0.5911,1.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,4.0,5.0,5.0,2.0
743,-0.6367,-0.4409,0.0282,-0.7708,-1.5106,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0
744,-0.932,0.9551,-0.2534,0.5609,0.9413,2.0,3.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,1.0,3.0,3.0,5.0,5.0,3.0,2.0,3.0
745,0.2491,-0.4409,-0.535,-0.2381,0.3283,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,5.0,2.0
746,-0.6367,-0.4409,-1.3798,-1.5697,0.0218,3.0,1.0,2.0,3.0,3.0,4.0,5.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0
747,0.5443,0.6759,-0.2534,1.0935,-1.8171,4.0,3.0,1.0,5.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,5.0,2.0,5.0,3.0,3.0,5.0
748,0.8396,-1.2786,0.3097,-0.5044,0.3283,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
749,-0.932,0.1175,0.3097,0.0282,-0.5911,2.0,4.0,4.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0
750,0.8396,0.3967,0.8729,0.8272,1.2478,5.0,5.0,2.0,5.0,3.0,3.0,3.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,4.0
751,-0.3415,0.3967,0.0282,0.5609,-0.5911,2.0,4.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0
752,0.8396,1.7928,-1.3798,0.5609,-0.2846,5.0,2.0,1.0,3.0,4.0,5.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,2.0
753,-0.0462,-1.5578,0.3097,0.5609,-0.5911,3.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,5.0,5.0,3.0,1.0,2.0
754,1.4302,-0.9994,1.9993,0.5609,-2.4301,2.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0
755,0.2491,0.6759,-0.2534,0.8272,0.0218,2.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,2.0,3.0,1.0,1.0
756,1.1349,-0.1617,0.0282,0.8272,0.3283,3.0,2.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0
757,1.4302,-0.4409,1.1545,1.3598,0.0218,5.0,3.0,3.0,5.0,5.0,2.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,3.0
758,-1.2273,0.3967,-0.8166,-0.7708,0.0218,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0
759,1.1349,0.9551,-0.535,1.6262,1.5543,5.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0
760,1.7254,0.6759,0.8729,0.2945,-0.2846,5.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0
761,0.8396,-1.837,1.7177,-0.7708,-1.5106,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0
762,1.1349,1.7928,1.9993,0.5609,0.9413,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,5.0,1.0,3.0,5.0,1.0,3.0,1.0
763,-0.0462,0.1175,-0.2534,1.0935,1.5543,3.0,2.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0
764,-0.0462,0.9551,0.0282,0.8272,-0.2846,3.0,1.0,2.0,3.0,4.0,5.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0
765,-1.2273,0.3967,0.5913,0.8272,0.0218,2.0,1.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,1.0
766,0.2491,0.1175,-0.2534,-0.2381,1.5543,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0
767,0.5443,-1.5578,0.8729,0.0282,-1.8171,2.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0
768,-0.932,0.3967,0.3097,-1.3034,0.0218,3.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0
769,-0.0462,-0.4409,-0.2534,1.0935,-0.5911,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
770,-1.2273,-0.1617,-0.2534,-0.2381,-0.2846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
771,-0.932,-1.5578,-1.3798,-0.5044,-1.2041,2.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0
772,1.1349,-1.5578,0.8729,-0.2381,-1.2041,3.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0
773,1.7254,-0.9994,-0.2534,-0.7708,2.4738,4.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0
774,1.4302,0.1175,0.5913,0.5609,-0.8976,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0
775,1.1349,0.1175,-0.8166,1.8925,0.0218,2.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0
776,1.1349,1.2344,-1.6614,0.2945,1.8608,3.0,5.0,1.0,3.0,3.0,4.0,5.0,1.0,1.0,3.0,1.0,3.0,5.0,2.0,5.0,5.0,3.0
777,-1.2273,0.3967,0.3097,-2.1024,0.0218,3.0,1.0,2.0,3.0,2.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
778,0.2491,-0.4409,-0.2534,-0.7708,-0.2846,2.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
779,1.7254,0.6759,1.1545,1.8925,1.2478,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0
780,-0.6367,0.6759,0.8729,0.5609,1.2478,3.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0
781,-0.6367,-0.9994,0.3097,0.5609,0.3283,4.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,3.0
782,0.5443,0.3967,0.3097,2.4251,1.5543,2.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0
783,0.5443,-0.9994,-0.535,0.0282,0.6348,2.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0
784,-0.3415,0.3967,0.3097,0.8272,0.0218,4.0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0
785,-0.932,0.1175,0.5913,-0.2381,0.3283,3.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0
786,-0.0462,0.1175,0.5913,-0.5044,-0.2846,3.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,1.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,2.0
787,0.2491,-0.9994,0.0282,0.0282,-0.2846,2.0,2.0,1.0,2.0,4.0,5.0,2.0,2.0,1.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0
788,0.5443,-0.1617,-0.2534,-0.7708,1.8608,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0
789,2.316,1.2344,0.3097,0.8272,0.6348,4.0,3.0,3.0,5.0,3.0,5.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0
790,-1.2273,-0.7202,-1.0982,0.2945,-2.4301,3.0,2.0,2.0,4.0,1.0,2.0,5.0,5.0,4.0,2.0,1.0,1.0,5.0,5.0,1.0,4.0,1.0
791,-0.3415,-0.9994,-0.2534,0.8272,-0.8976,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0
792,-0.0462,-0.4409,0.5913,-1.0371,0.3283,3.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0
793,-0.3415,-0.4409,-0.8166,0.8272,0.0218,3.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0
794,0.2491,0.9551,1.1545,-2.9013,-1.8171,3.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
795,1.4302,-0.1617,-1.0982,1.0935,-0.8976,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0
796,0.2491,1.5136,0.3097,0.8272,-0.8976,3.0,2.0,2.0,4.0,3.0,5.0,1.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0
797,-0.932,0.1175,0.3097,-2.1024,0.0218,5.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0
798,1.4302,-0.1617,-0.2534,0.5609,-0.8976,3.0,2.0,1.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
799,-1.5225,0.9551,0.0282,0.8272,0.6348,1.0,2.0,3.0,4.0,5.0,2.0,4.0,5.0,4.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0
800,-0.932,2.072,0.8729,-1.0371,-0.2846,4.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0
801,1.1349,-2.1162,0.5913,-1.5697,-3.0431,5.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,4.0,1.0
802,2.0207,0.9551,1.1545,-0.2381,0.9413,5.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,5.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0
803,-0.3415,0.1175,0.0282,-1.0371,1.8608,2.0,1.0,1.0,2.0,4.0,3.0,5.0,4.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0
804,0.8396,-0.1617,0.5913,1.0935,-1.5106,4.0,1.0,1.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0
805,1.1349,2.072,-0.8166,1.3598,0.9413,4.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0
806,0.8396,-0.4409,0.3097,0.0282,-0.8976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
807,-0.6367,-0.1617,0.3097,-0.5044,-0.8976,1.0,3.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0
808,-0.3415,-0.1617,1.1545,-1.5697,-0.8976,3.0,1.0,2.0,3.0,2.0,5.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0
809,-0.0462,0.3967,0.3097,-0.2381,0.6348,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0
810,-0.3415,-0.7202,0.3097,1.3598,0.6348,2.0,3.0,4.0,5.0,5.0,1.0,5.0,5.0,3.0,1.0,3.0,4.0,5.0,4.0,2.0,1.0,5.0
811,0.2491,-0.1617,-0.8166,1.8925,1.2478,2.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,4.0
812,0.5443,-0.1617,-1.3798,-2.1024,-0.5911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
813,0.8396,0.1175,0.8729,-1.836,-0.2846,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0
814,1.1349,0.9551,-0.8166,1.6262,-0.5911,4.0,3.0,1.0,5.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,1.0,2.0,5.0,4.0
815,1.1349,-1.2786,1.9993,0.8272,0.0218,2.0,3.0,4.0,3.0,1.0,2.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0
816,0.5443,1.5136,0.3097,0.8272,0.9413,3.0,3.0,1.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0
817,-0.3415,-0.4409,-1.6614,-2.3687,-1.5106,1.0,1.0,1.0,1.0,2.0,5.0,5.0,2.0,2.0,5.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0
818,0.2491,0.1175,1.4361,-0.7708,0.6348,3.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0
819,0.5443,-0.9994,1.4361,-0.5044,-0.5911,3.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0
820,0.2491,-0.9994,1.9993,-0.2381,-1.5106,2.0,2.0,2.0,4.0,5.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,4.0
821,-1.8178,0.6759,-1.6614,0.8272,-0.8976,2.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,3.0,4.0,5.0,5.0,2.0,1.0,4.0
822,-0.6367,-1.5578,0.8729,-0.5044,0.3283,3.0,1.0,1.0,2.0,3.0,5.0,4.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,1.0,2.0
823,-1.8178,0.6759,0.0282,-0.7708,-1.2041,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0
824,-0.932,1.7928,0.8729,-0.5044,0.0218,1.0,1.0,2.0,5.0,1.0,3.0,5.0,3.0,2.0,1.0,3.0,2.0,5.0,3.0,2.0,1.0,5.0
825,-1.8178,0.6759,-0.535,-0.2381,-0.8976,1.0,3.0,1.0,4.0,2.0,2.0,5.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0
826,-0.6367,0.1175,-1.3798,0.8272,-0.8976,3.0,3.0,1.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,1.0,4.0
827,0.5443,0.1175,-0.2534,0.5609,0.3283,3.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,2.0,1.0,2.0
828,-1.8178,-0.1617,-0.2534,-1.0371,0.9413,4.0,1.0,2.0,1.0,2.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0
829,0.2491,1.2344,-0.8166,1.6262,1.8608,1.0,2.0,2.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0
830,0.8396,0.1175,-0.8166,1.3598,1.2478,4.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,5.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0
831,1.1349,0.6759,0.3097,1.0935,-0.2846,4.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0
832,-0.6367,-0.1617,-1.3798,0.8272,1.5543,3.0,4.0,5.0,5.0,5.0,2.0,5.0,3.0,4.0,1.0,4.0,4.0,5.0,3.0,4.0,1.0,5.0
833,0.2491,-0.9994,0.3097,1.3598,-2.7366,2.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,2.0,4.0
834,0.2491,0.6759,1.4361,0.2945,-0.5911,4.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0
835,-0.0462,0.1175,0.5913,-1.5697,-1.2041,3.0,2.0,2.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0
836,0.5443,-1.5578,1.4361,0.2945,-0.8976,2.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,1.0,1.0,3.0
837,1.7254,0.3967,0.8729,1.3598,-1.5106,4.0,3.0,2.0,5.0,3.0,2.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,1.0,3.0
838,1.4302,-1.837,1.4361,-1.3034,0.3283,4.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,1.0
839,0.2491,-0.7202,-1.0982,-0.7708,-1.2041,4.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0
840,-0.0462,-0.7202,0.0282,-0.7708,0.9413,2.0,3.0,3.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0
841,0.5443,-0.4409,-1.0982,-1.3034,-0.5911,4.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0
842,-0.3415,2.072,1.1545,0.0282,1.2478,4.0,2.0,1.0,3.0,3.0,4.0,5.0,1.0,4.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0
843,1.1349,0.1175,-0.535,1.3598,0.0218,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0
844,0.8396,1.7928,0.3097,1.8925,0.9413,2.0,5.0,4.0,5.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0
845,-0.3415,-0.7202,-0.535,0.2945,0.0218,3.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0
846,-0.0462,0.6759,-1.0982,-0.7708,0.3283,5.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,3.0
847,0.2491,-0.7202,-1.943,0.8272,-0.2846,3.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,4.0,4.0,5.0,5.0,2.0,1.0,4.0
848,0.8396,-1.2786,1.9993,-0.5044,-2.4301,2.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,4.0,1.0,4.0,2.0,3.0,5.0,1.0,2.0,1.0
849,0.8396,-1.5578,-0.8166,-0.7708,0.6348,1.0,4.0,4.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,5.0
850,-1.5225,0.3967,0.5913,0.2945,0.9413,4.0,1.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0
851,1.4302,0.1175,0.3097,0.5609,-0.8976,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0
